phrases,tagged_phrases,Tags,indicator_valid_eng_phrase
bazooka,bazooka nn,NN,1
bb,bb nn,NN,0
bbearings,bbearings nns,NNS,0
bbls,bbls nn,NN,0
bbsec,bbsec nn,NN,0
bc,bc nn,NN,0
bcos,bcos nn,NN,0
bd,bd nn,NN,1
be,be vb,VB,1
beacon,beacon nn,NN,1
beacon bracket,beacon nn bracket nn,NN NN,1
beacon for active pit,beacon nn for in_pos active jj pit nn,NN IN JJ NN,1
beacons,beacons nns,NNS,1
beacuse,beacuse nn,NN,0
beaings,beaings nns,NNS,0
beam,beam nn,NN,1
beam for excess grease,beam nn for in_pos excess jj grease nn,NN IN JJ NN,1
beams,beams nns,NNS,1
beams are,beams nns are vbp,NNS VBP,1
beams free,beams nns free vbp,NNS VBP,1
bean,bean nn,NN,1
bearing,bearing nn,NN,1
bearing for abnormal noise,bearing nn for in_pos abnormal jj noise nn,NN IN JJ NN,1
bearing in good condition,bearing nn in in_pos good jj condition nn,NN IN JJ NN,1
bearing in lube oil,bearing nn in in_pos lube jj oil nn,NN IN JJ NN,1
bearing on spare cluster,bearing nn on in_pos spare jj cluster nn,NN IN JJ NN,1
bearing on top drive,bearing vbg on in_pos top jj drive nn,VBG IN JJ NN,1
bearing with cyprina lithium,bearing vbg with in_pos cyprina nn lithium nn,VBG IN NN NN,0
bearinggreased componet,bearinggreased vbn componet nn,VBN NN,0
bearingicn,bearingicn nn,NN,0
bearings,bearings nns,NNS,1
bearings amm,bearings nns amm vbp,NNS VBP,0
bearings appear,bearings nns appear vbp,NNS VBP,1
bearings are,bearings nns are vbp,NNS VBP,1
bearings do,bearings nns do vbp,NNS VBP,1
bearings edocs,bearings nns edocs vbp,NNS VBP,0
bearings etc,bearings nns etc vbp,NNS VBP,1
bearings feel,bearings nns feel vbp,NNS VBP,1
bearings free,bearings nns free jj,NNS JJ,1
bearings gear,bearings nns gear vbp,NNS VBP,1
bearings grease,bearings nns grease nn,NNS NN,1
bearings have,bearings nns have vbp,NNS VBP,1
bearings move,bearings nns move vbp,NNS VBP,1
bearings n,bearings nns n nns,NNS NNS,1
bearings note,bearings nns note vbp,NNS VBP,1
bearings ok,bearings nns ok vbp,NNS VBP,0
bearings run,bearings nns run vbp,NNS VBP,1
bearings see,bearings nns see vbp,NNS VBP,1
bearings spm,bearings nns spm nn,NNS NN,0
bearings tensioner,bearings nns tensioner nn,NNS NN,0
bearings wear,bearings nns wear vbp,NNS VBP,1
bearings worn,bearings nns worn vbp,NNS VBP,1
bearingschecked,bearingschecked vbn,VBN,0
bearingsgreased componet,bearingsgreased vbn componet nn,VBN NN,0
bearingsthe,bearingsthe nn,NN,0
bearingsthey,bearingsthey nn,NN,0
bearinigs,bearinigs nns,NNS,0
bearinngs,bearinngs nns,NNS,0
bearning,bearning nn,NN,0
beat,beat nn,NN,1
beattie,beattie nn,NN,0
became,became vbd,VBD,1
becasue,becasue nn,NN,0
becau,becau nn,NN,0
because,because in_pos,IN,1
because as per,because in_pos as in_pos per nn,IN IN NN,1
because chain,because in_pos chain nn,IN NN,1
because hbc,because in_pos hbc nn,IN NN,0
because i didnt,because in_pos i nn didnt vbp,IN NN VBP,0
because maintenance,because in_pos maintenance nn,IN NN,1
because mouse,because in_pos mouse nn,IN NN,1
because of blower,because in_pos of in_pos blower nn,IN IN NN,1
because of damage,because in_pos of in_pos damage nn,IN IN NN,1
because of faulty,because in_pos of in_pos faulty nn,IN IN NN,1
because of leak,because in_pos of in_pos leak nn,IN IN NN,1
because roller,because in_pos roller nn,IN NN,1
because roughneck,because in_pos roughneck nn,IN NN,1
becket,becket nn,NN,1
beckett,beckett nn,NN,0
becming,becming nn,NN,0
become,become nn,NN,1
become deformed,become nn deformed vbd,NN VBD,1
become loose,become vb loose jj,VB JJ,1
become redundant,become nn redundant nn,NN NN,1
becomes,becomes nns,NNS,1
becoming,becoming vbg,VBG,1
becon,becon nn,NN,0
bed,bed nn,NN,1
bee,bee nn,NN,1
beed,beed nn,NN,0
beeen,beeen nn,NN,0
beeing,beeing nn,NN,0
beem,beem nn,NN,0
been,been vbn,VBN,1
been able,been vbn able jj,VBN JJ,1
been acs,been vbn acs jj,VBN JJ,0
been already,been vbn already rb,VBN RB,1
been apr,been vbn apr jj,VBN JJ,0
been because,been vbn because in_pos,VBN IN,1
been bent,been vbn bent jj,VBN JJ,1
been changedwill,been vbn changedwill nn,VBN NN,0
been clean,been vbn clean jj,VBN JJ,1
been closed,been vbn closed vbd,VBN VBD,1
been closely,been vbn closely rb,VBN RB,1
been complete,been vbn complete jj,VBN JJ,1
been completedas,been vbn completedas nns,VBN NNS,0
been completely,been vbn completely rb,VBN RB,1
been consistenetly,been vbn consistenetly rb,VBN RB,0
been constantly,been vbn constantly rb,VBN RB,1
been correctly,been vbn correctly rb,VBN RB,1
been faulty,been vbn faulty nn,VBN NN,1
been filter,been vbn filter jj,VBN JJ,1
been fully,been vbn fully rb,VBN RB,1
been function,been vbn function nn,VBN NN,1
been good,been vbn good jj,VBN JJ,1
been grease,been vbn grease nn,VBN NN,1
been here,been vbn here rb,VBN RB,1
been high,been vbn high jj,VBN JJ,1
been idle,been vbn idle jj,VBN JJ,1
been in,been vbn in in_pos,VBN IN,1
been inadvertently,been vbn inadvertently rb,VBN RB,1
been inservice,been vbn inservice jj,VBN JJ,0
been inspect,been vbn inspect jj,VBN JJ,1
been inspectedl,been vbn inspectedl jj,VBN JJ,0
been install,been vbn install jj,VBN JJ,1
been intermittent,been vbn intermittent jj,VBN JJ,1
been lose,been vbn lose jj,VBN JJ,1
been ndt,been vbn ndt jj,VBN JJ,0
been no,been vbn no dt,VBN DT,1
been not,been vbn not rb,VBN RB,1
been of,been vbn of in_pos,VBN IN,1
been offline,been vbn offline jj,VBN JJ,1
been on,been vbn on in_pos,VBN IN,1
been onbnoard,been vbn onbnoard rb,VBN RB,0
been open,been vbn open jj,VBN JJ,1
been operation,been vbn operation nn,VBN NN,1
been operational,been vbn operational jj,VBN JJ,1
been order,been vbn order nn,VBN NN,1
been ordere,been vbn ordere rb,VBN RB,0
been out,been vbn out rp,VBN RP,1
been over,been vbn over in_pos,VBN IN,1
been partially,been vbn partially rb,VBN RB,1
been possible,been vbn possible jj,VBN JJ,1
been present,been vbn present jj,VBN JJ,1
been pressure,been vbn pressure nn,VBN NN,1
been previously,been vbn previously rb,VBN RB,1
been properly,been vbn properly rb,VBN RB,1
been ran,been vbn ran vbd,VBN VBD,1
been re,been vbn re jj,VBN JJ,1
been rebuitl,been vbn rebuitl jj,VBN JJ,0
been recently,been vbn recently rb,VBN RB,1
been red,been vbn red jj,VBN JJ,1
been repaird,been vbn repaird jj,VBN JJ,0
been reset,been vbn reset vb,VBN VB,1
been risk,been vbn risk nn,VBN NN,1
been successful,been vbn successful jj,VBN JJ,1
been tack,been vbn tack nn,VBN NN,1
been test,been vbn test nn,VBN NN,1
been thoroughly,been vbn thoroughly rb,VBN RB,1
been tore,been vbn tore rb,VBN RB,1
been trouble,been vbn trouble nn,VBN NN,1
been troubleshot,been vbn troubleshot jj,VBN JJ,1
been unhung,been vbn unhung jj,VBN JJ,0
been upgraded,been vbn upgraded jj,VBN JJ,1
been use,been vbn use nn,VBN NN,1
been used,been vbn used vbn,VBN VBN,1
been visally,been vbn visally rb,VBN RB,0
been visually,been vbn visually rb,VBN RB,1
been visualy,been vbn visualy jj,VBN JJ,0
been well,been vbn well rb,VBN RB,1
been work,been vbn work nn,VBN NN,1
before,before in_pos,IN,1
before block,before in_pos block nn,IN NN,1
before bop,before in_pos bop nn,IN NN,1
before brake test,before in_pos brake jj test nn,IN JJ NN,1
before cement,before in_pos cement nn,IN NN,1
before changeout,before in_pos changeout nn,IN NN,0
before closing,before in_pos closing nn,IN NN,1
before collision,before in_pos collision nn,IN NN,1
before command,before in_pos command nn,IN NN,1
before crown saver,before in_pos crown jj saver nn,IN JJ NN,1
before cylinder,before in_pos cylinder nn,IN NN,1
before delivery,before in_pos delivery nn,IN NN,1
before deployment,before in_pos deployment nn,IN NN,1
before end,before in_pos end nn,IN NN,1
before equipment,before in_pos equipment nn,IN NN,1
before extended npt,before in_pos extended vbn npt nn,IN VBN NN,0
before failure,before in_pos failure nn,IN NN,1
before filter,before in_pos filter nn,IN NN,1
before for choke,before in_pos for in_pos choke nn,IN IN NN,1
before further use,before in_pos further jj use nn,IN JJ NN,1
before i,before in_pos i nn,IN NN,1
before inspection,before in_pos inspection nn,IN NN,1
before installation,before in_pos installation nn,IN NN,1
before june,before in_pos june nn,IN NN,0
before modification,before in_pos modification nn,IN NN,1
before next wwell,before in_pos next jj wwell nn,IN JJ NN,0
before operating,before in_pos operating nn,IN NN,1
before performi,before in_pos performi nn,IN NN,0
before pm,before in_pos pm nn,IN NN,1
before pull,before in_pos pull nn,IN NN,1
before rel,before in_pos rel nn,IN NN,1
before removal,before in_pos removal nn,IN NN,1
before remove,before in_pos remove nn,IN NN,1
before riser,before in_pos riser nn,IN NN,1
before slip,before in_pos slip nn,IN NN,1
before stand,before in_pos stand nn,IN NN,1
before start,before in_pos start nn,IN NN,1
before test,before in_pos test nn,IN NN,1
before torque,before in_pos torque nn,IN NN,1
before unlatch,before in_pos unlatch nn,IN NN,1
before unlatching bop,before in_pos unlatching jj bop nn,IN JJ NN,1
before use,before in_pos use nn,IN NN,1
befrore,befrore nn,NN,0
began,began vbd,VBD,1
began procedure,began vbd procedure nn,VBD NN,1
began trouble,began vbd trouble nn,VBD NN,1
begin,begin nn,NN,1
begining,begining nn,NN,0
beginning,beginning vbg,VBG,1
begins,begins nns,NNS,1
begun,begun vbn,VBN,1
begun on,begun vbn on in_pos,VBN IN,1
behalf,behalf nn,NN,1
behave,behave nn,NN,1
behavior,behavior nn,NN,1
behind,behind in_pos,IN,1
behind analog,behind in_pos analog nn,IN NN,1
behind bop panel,behind in_pos bop jj panel nn,IN JJ NN,1
behind drillshack,behind in_pos drillshack nn,IN NN,0
behind gripper head,behind in_pos gripper jj head nn,IN JJ NN,1
behind milling,behind in_pos milling nn,IN NN,1
behind roughneck,behind in_pos roughneck nn,IN NN,1
behind spinner,behind in_pos spinner nn,IN NN,1
behind torque,behind in_pos torque nn,IN NN,1
behind winch,behind in_pos winch nn,IN NN,1
behind xv,behind in_pos xv nn,IN NN,1
bei,bei nn,NN,0
beign,beign nn,NN,0
being,being vbg,VBG,1
beinspected,beinspected vbn,VBN,0
bekow,bekow nn,NN,0
beld,beld nn,NN,0
beld off,beld vbn off rp,VBN RP,0
beleive,beleive nn,NN,0
believe,believe vb,VB,1
believed,believed vbn,VBN,1
believed at,believed vbn at in_pos,VBN IN,1
believed that,believed vbn that in_pos,VBN IN,1
believed to be bad,believed vbn to to_pos be vb bad jj,VBN TO VB JJ,1
believes,believes vbz,VBZ,1
belive,belive nn,NN,0
bell,bell nn,NN,1
bellido,bellido nn,NN,0
bellied,bellied vbn,VBN,1
belllyboard,belllyboard nn,NN,0
bellow,bellow nn,NN,1
bellow are,bellow nn are vbp,NN VBP,1
bellow hose position,bellow nn hose cd position nn,NN CD NN,1
bellow mp,bellow nn mp nn,NN NN,1
bellow mud,bellow nn mud nn,NN NN,1
bellows,bellows nns,NNS,1
bells,bells nns,NNS,1
belly,belly rb,RB,1
bellyboard,bellyboard nn,NN,0
bellyboards,bellyboards nns,NNS,0
belonging,belonging nn,NN,1
below,below in_pos,IN,1
below active pit,below in_pos active jj pit nn,IN JJ NN,1
below address,below in_pos address nn,IN NN,1
below bar,below in_pos bar nn,IN NN,1
below blower,below in_pos blower nn,IN NN,1
below crimp,below in_pos crimp nn,IN NN,1
below cyber,below in_pos cyber nn,IN NN,0
below damage,below in_pos damage nn,IN NN,1
below drill floor,below in_pos drill jj floor nn,IN JJ NN,1
below drum,below in_pos drum nn,IN NN,1
below equipment,below in_pos equipment nn,IN NN,1
below for air,below in_pos for in_pos air nn,IN IN NN,1
below from abb,below in_pos from in_pos abb nn,IN IN NN,1
below ftlbs,below in_pos ftlbs nns,IN NNS,0
below full dipstick,below in_pos full jj dipstick nn,IN JJ NN,1
below full line,below in_pos full jj line nn,IN JJ NN,1
below full mark,below in_pos full jj mark nn,IN JJ NN,1
below full operation,below in_pos full jj operation nn,IN JJ NN,1
below function,below in_pos function nn,IN NN,1
below gearbox,below in_pos gearbox nn,IN NN,1
below half,below in_pos half nn,IN NN,1
below hook,below in_pos hook nn,IN NN,1
below hp,below in_pos hp nn,IN NN,1
below i,below in_pos i nn,IN NN,1
below job,below in_pos job nn,IN NN,1
below lbft lbft,below in_pos lbft nns lbft vbp,IN NNS VBP,0
below line,below in_pos line nn,IN NN,1
below main arm,below in_pos main jj arm nn,IN JJ NN,1
below main well,below in_pos main jj well nn,IN JJ NN,1
below meg,below in_pos meg nns,IN NNS,1
below need,below in_pos need nn,IN NN,1
below normal operating,below in_pos normal jj operating nn,IN JJ NN,1
below note,below in_pos note nn,IN NN,1
below nothing,below in_pos nothing nn,IN NN,1
below of cyber,below in_pos of in_pos cyber nn,IN IN NN,0
below ohms,below in_pos ohms nns,IN NNS,1
below on r,below in_pos on in_pos r nn,IN IN NN,1
below p,below in_pos p nn,IN NN,1
below ph,below in_pos ph nn,IN NN,0
below pipe,below in_pos pipe nn,IN NN,1
below psi,below in_pos psi nns,IN NNS,1
below psi bar,below in_pos psi nns bar nn,IN NNS NN,1
below psi pumpb,below in_pos psi nns pumpb vbp,IN NNS VBP,0
below pta,below in_pos pta nn,IN NN,0
below sdepartmental foldersmaintenancemechanicalnov,below in_pos sdepartmental jj foldersmaintenancemechanicalnov nn,IN JJ NN,0
below sec,below in_pos sec nn,IN NN,1
below see,below in_pos see nn,IN NN,1
below send,below in_pos send nn,IN NN,1
below shane,below in_pos shane nn,IN NN,0
below spm,below in_pos spm nn,IN NN,0
below spm s,below in_pos spm nns s vbp,IN NNS VBP,0
below step,below in_pos step nn,IN NN,1
below t,below in_pos t nn,IN NN,1
below task,below in_pos task nn,IN NN,1
below task report,below in_pos task nn report nn,IN NN NN,1
below tolerance,below in_pos tolerance nn,IN NN,1
below top,below in_pos top jj,IN JJ,1
below upper hoist,below in_pos upper jj hoist nn,IN JJ NN,1
below winch,below in_pos winch nn,IN NN,1
below wire,below in_pos wire nn,IN NN,1
below with oem,below in_pos with in_pos oem nn,IN IN NN,0
below work,below in_pos work nn,IN NN,1
belowall,belowall nn,NN,0
belowand,belowand nn,NN,0
belowchecked,belowchecked vbn,VBN,0
belowchecks ok,belowchecks nns ok vbp,NNS VBP,0
belowcompleted,belowcompleted vbn,VBN,0
belowinspected,belowinspected vbn,VBN,0
belowneed,belowneed nn,NN,0
belowok,belowok nn,NN,0
belowthe drag,belowthe nns drag nn,NNS NN,0
belt,belt nn,NN,1
belt cover,belt nn cover nn,NN NN,1
belt if applicable na,belt nn if in_pos applicable jj na nn,NN IN JJ NN,0
belt if applicable note,belt nn if in_pos applicable jj note nn,NN IN JJ NN,1
belt in,belt nn in in_pos,NN IN,1
belt replacement,belt nn replacement nn,NN NN,1
belt tension,belt nn tension nn,NN NN,1
belts,belts nns,NNS,1
belts are,belts nns are vbp,NNS VBP,1
belts look,belts nns look vbp,NNS VBP,1
belts show,belts nns show vbp,NNS VBP,1
belts whilst,belts nns whilst vbp,NNS VBP,1
ben,ben nn,NN,1
ben press,ben nn press nn,NN NN,1
bench,bench nn,NN,1
bench for full span,bench nn for in_pos full jj span nn,NN IN JJ NN,1
benched due,benched vbn due jj,VBN JJ,1
bend,bend nn,NN,1
bend as,bend nn as in_pos,NN IN,1
bend out,bend nn out rp,NN RP,1
bended,bended vbn,VBN,1
bended handdrail,bended vbn handdrail nn,VBN NN,0
bended hose,bended vbn hose nn,VBN NN,1
bending,bending nn,NN,1
bendng,bendng nn,NN,0
bends,bends nns,NNS,1
bends spm,bends nns spm vbp,NNS VBP,0
benefits,benefits nns,NNS,1
bens,bens nns,NNS,1
bent,bent nn,NN,1
bent hardware,bent nn hardware nn,NN NN,1
bent in,bent nn in in_pos,NN IN,1
bent so,bent nn so rb,NN RB,1
bentencoder,bentencoder nn,NN,0
bentfound,bentfound nn,NN,0
bentno,bentno nn,NN,0
beofre,beofre nn,NN,0
beraings,beraings nns,NNS,0
berryhill,berryhill nn,NN,0
beside,beside nn,NN,1
besides,besides in_pos,IN,1
besides ahd,besides in_pos ahd nn,IN NN,0
besides hv,besides in_pos hv nn,IN NN,0
best,best jjs,JJS,1
beteen,beteen nn,NN,0
betls,betls nn,NN,0
betta,betta nn,NN,1
betteries,betteries nns,NNS,0
between,between in_pos,IN,1
between actual pit,between in_pos actual jj pit nn,IN JJ NN,1
between actual position,between in_pos actual jj position nn,IN JJ NN,1
between aux service,between in_pos aux jj service nn,IN JJ NN,1
between aux st,between in_pos aux nns st vbp,IN NNS VBP,1
between aux tdx,between in_pos aux nns tdx nns,IN NNS NNS,0
between aw ht,between in_pos aw nns ht vbp,IN NNS VBP,1
between bar,between in_pos bar nn,IN NN,1
between boom,between in_pos boom nn,IN NN,1
between bot,between in_pos bot nn,IN NN,1
between brake,between in_pos brake nn,IN NN,1
between cabinet,between in_pos cabinet nn,IN NN,1
between catwalk,between in_pos catwalk nn,IN NN,1
between ccw,between in_pos ccw nn,IN NN,0
between cement,between in_pos cement nn,IN NN,1
between center,between in_pos center nn,IN NN,1
between company,between in_pos company nn,IN NN,1
between crank,between in_pos crank nn,IN NN,1
between cshape,between in_pos cshape nn,IN NN,0
between cyberbase,between in_pos cyberbase nn,IN NN,0
between cylinder,between in_pos cylinder nn,IN NN,1
between drag,between in_pos drag nn,IN NN,1
between draw,between in_pos draw nn,IN NN,1
between dwwks,between in_pos dwwks nns,IN NNS,0
between ebt,between in_pos ebt nn,IN NN,0
between encoder,between in_pos encoder nn,IN NN,1
between equipment,between in_pos equipment nn,IN NN,1
between front face,between in_pos front jj face nn,IN JJ NN,1
between fs,between in_pos fs nn,IN NN,0
between hp,between in_pos hp nn,IN NN,1
between hr,between in_pos hr nn,IN NN,1
between hydraracker,between in_pos hydraracker nn,IN NN,0
between ijb,between in_pos ijb nn,IN NN,0
between in mm,between in_pos in in_pos mm nn,IN IN NN,1
between inner,between in_pos inner nn,IN NN,1
between interface,between in_pos interface nn,IN NN,1
between iron,between in_pos iron nn,IN NN,1
between jb,between in_pos jb nn,IN NN,0
between load,between in_pos load nn,IN NN,1
between lp,between in_pos lp nn,IN NN,0
between main ht,between in_pos main jj ht nn,IN JJ NN,1
between main shaft,between in_pos main jj shaft nn,IN JJ NN,1
between main tdx,between in_pos main jj tdx nn,IN JJ NN,0
between manifold port,between in_pos manifold vbn port nn,IN VBN NN,1
between min,between in_pos min nns,IN NNS,1
between mm,between in_pos mm nns,IN NNS,1
between mud,between in_pos mud nn,IN NN,1
between nov,between in_pos nov nns,IN NNS,0
between oil,between in_pos oil nn,IN NN,1
between outer,between in_pos outer nn,IN NN,1
between outter,between in_pos outter nn,IN NN,0
between pcm,between in_pos pcm nn,IN NN,0
between pe,between in_pos pe nn,IN NN,1
between pipe,between in_pos pipe nn,IN NN,1
between plc,between in_pos plc nn,IN NN,0
between proximity,between in_pos proximity nn,IN NN,1
between psi,between in_pos psi nns,IN NNS,1
between psi bar,between in_pos psi nns bar nn,IN NNS NN,1
between pulley,between in_pos pulley nn,IN NN,1
between rcm,between in_pos rcm nn,IN NN,0
between reductor,between in_pos reductor nn,IN NN,0
between rig,between in_pos rig nn,IN NN,1
between riser,between in_pos riser nn,IN NN,1
between rubber,between in_pos rubber nn,IN NN,1
between same rpm,between in_pos same jj rpm nn,IN JJ NN,1
between server,between in_pos server nn,IN NN,1
between service,between in_pos service nn,IN NN,1
between snjba,between in_pos snjba nn,IN NN,0
between speed,between in_pos speed nn,IN NN,1
between spinner,between in_pos spinner nn,IN NN,1
between suction,between in_pos suction nn,IN NN,1
between taper,between in_pos taper nn,IN NN,1
between task,between in_pos task nn,IN NN,1
between tds,between in_pos tds nn,IN NN,0
between tdssa,between in_pos tdssa nn,IN NN,0
between tdx,between in_pos tdx nn,IN NN,0
between term,between in_pos term nn,IN NN,1
between terminal,between in_pos terminal nn,IN NN,1
between top drive,between in_pos top jj drive nn,IN JJ NN,1
between topd drive,between in_pos topd nns drive vbp,IN NNS VBP,0
between torque,between in_pos torque nn,IN NN,1
between tw decrease,between in_pos tw jj decrease nn,IN JJ NN,0
between upper eye,between in_pos upper jj eye nn,IN JJ NN,1
between upper slide,between in_pos upper jj slide nn,IN JJ NN,1
between vfd,between in_pos vfd nn,IN NN,0
between wear surface,between in_pos wear jj surface nn,IN JJ NN,1
betweenhydra racker,betweenhydra nn racker nn,NN NN,0
betweent,betweent nn,NN,0
betwen,betwen nn,NN,0
betwwen,betwwen nn,NN,0
beveridge,beveridge nn,NN,0
bewtween,bewtween nn,NN,0
beyond,beyond in_pos,IN,1
beyond acceptable tolerance,beyond in_pos acceptable jj tolerance nn,IN JJ NN,1
beyond repair,beyond in_pos repair nn,IN NN,1
beyong,beyong nn,NN,0
bf,bf nn,NN,1
bfs,bfs nn,NN,0
bha,bha nn,NN,0
bhas,bhas nn,NN,0
bi,bi nn,NN,1
biannual,biannual jj,JJ,1
big,big jj,JJ,1
bilbao,bilbao nn,NN,0
bilbao floorhand,bilbao nn floorhand nn,NN NN,0
bill,bill nn,NN,1
billable,billable jj,JJ,1
billed,billed vbn,VBN,1
billy,billy rb,RB,1
bimonthlysteps,bimonthlysteps nns,NNS,0
bin,bin nn,NN,1
bind,bind nn,NN,1
binded,binded vbn,VBN,0
binding,binding nn,NN,1
binding during arm deployment,binding vbg during in_pos arm nn deployment nn,VBG IN NN NN,1
bing,bing nn,NN,0
binned,binned vbn,VBN,1
binning,binning nn,NN,1
bins,bins nns,NNS,1
bins need,bins nns need vbp,NNS VBP,1
bios,bios nns,NNS,1
biox,biox nn,NN,0
birds nest,birds nns nest jjs,NNS JJS,1
bit,bit nn,NN,1
bit of lube oil,bit nn of in_pos lube jj oil nn,NN IN JJ NN,1
bite,bite nn,NN,1
bits,bits nns,NNS,1
bits work,bits nns work vbp,NNS VBP,1
bjornar,bjornar nn,NN,0
bjørnar,bjørnar nn,NN,0
bk,bk nn,NN,1
bl,bl nn,NN,1
black,black jj,JJ,1
blacked,blacked vbn,VBN,1
blacked out,blacked vbn out rp,VBN RP,1
blackjack,blackjack nn,NN,1
blackjak,blackjak nn,NN,0
blackout,blackout nn,NN,1
blackouts,blackouts nns,NNS,1
bladder,bladder nn,NN,1
bladder with n heard,bladder nn with in_pos n jj heard nn,NN IN JJ NN,1
bladders are,bladders nns are vbp,NNS VBP,1
blade,blade nn,NN,1
blade at aux ad,blade nn at in_pos aux jj ad nn,NN IN JJ NN,1
blade broke,blade nn broke vbd,NN VBD,1
blades,blades nns,NNS,1
blades are,blades nns are vbp,NNS VBP,1
blades fill,blades nns fill vbp,NNS VBP,1
blades free,blades nns free jj,NNS JJ,1
blades function,blades nns function nn,NNS NN,1
blades have,blades nns have vbp,NNS VBP,1
blades spm,blades nns spm vbp,NNS VBP,0
blades work,blades nns work vbp,NNS VBP,1
blak,blak nn,NN,0
blak jak,blak nn jak nn,NN NN,0
blakjak,blakjak nn,NN,0
blank,blank nn,NN,1
blanked,blanked vbn,VBN,1
blanked at,blanked vbn at in_pos,VBN IN,1
blanking,blanking nn,NN,1
blanks,blanks nns,NNS,1
blast,blast nn,NN,1
blaster,blaster nn,NN,1
blasting,blasting nn,NN,1
blcak,blcak nn,NN,0
blead,blead nn,NN,0
bled,bled vbn,VBN,1
bled air,bled vbn air nn,VBN NN,1
bled brake,bled vbn brake nn,VBN NN,1
bled from,bled vbn from in_pos,VBN IN,1
bled of,bled vbn of in_pos,VBN IN,1
bled off,bled vbn off rp,VBN RP,1
bled pressure,bled vbn pressure nn,VBN NN,1
bled sown,bled vbn sown nn,VBN NN,1
bled tensioner,bled vbn tensioner nn,VBN NN,0
bled thru,bled vbn thru nn,VBN NN,1
bled while,bled vbn while in_pos,VBN IN,1
bleed,bleed nn,NN,1
bleed air,bleed nn air nn,NN NN,1
bleed chamber,bleed nn chamber nn,NN NN,1
bleed down,bleed vb down rp,VB RP,1
bleed in numerical sequence,bleed nn in in_pos numerical jj sequence nn,NN IN JJ NN,1
bleed off,bleed vb off rp,VB RP,1
bleed on,bleed nn on in_pos,NN IN,1
bleed out,bleed vbn out rp,VBN RP,1
bleed procedure,bleed nn procedure nn,NN NN,1
bleed several,bleed vb several jj,VB JJ,1
bleed twice,bleed nn twice nn,NN NN,1
bleeded,bleeded vbn,VBN,0
bleeding,bleeding nn,NN,1
bleedoff,bleedoff nn,NN,0
bleeds,bleeds nns,NNS,1
blew,blew nn,NN,1
blew down,blew nns down rp,NNS RP,1
blew off,blew nns off in_pos,NNS IN,1
blew out,blew nn out in_pos,NN IN,1
blew x,blew nn x nn,NN NN,1
blind,blind nn,NN,1
blind end,blind jj end nn,JJ NN,1
blind pressure,blind nn pressure nn,NN NN,1
blk,blk nn,NN,1
bloack,bloack nn,NN,0
bloc,bloc nn,NN,1
block,block nn,NN,1
block for hose tension,block nn for in_pos hose jj tension nn,NN IN JJ NN,1
block for internal leakage,block nn for in_pos internal jj leakage nn,NN IN JJ NN,1
block for override pushbutton,block nn for in_pos override in_pos pushbutton nn,NN IN IN NN,1
block for top drive,block nn for in_pos top jj drive nn,NN IN JJ NN,1
block for wear corrosion,block nn for in_pos wear jj corrosion nn,NN IN JJ NN,1
block for wear crack,block nn for in_pos wear nn crack nn,NN IN NN NN,1
block in good condition,block nn in in_pos good jj condition nn,NN IN JJ NN,1
block on main st,block nn on in_pos main jj st nn,NN IN JJ NN,1
blockage,blockage nn,NN,1
blockages,blockages nns,NNS,1
blocked,blocked vbn,VBN,1
blocked by,blocked vbn by in_pos,VBN IN,1
blocked line,blocked vbn line nn,VBN NN,1
blockedchecked,blockedchecked vbn,VBN,0
blocker,blocker nn,NN,1
blockers,blockers nns,NNS,1
blockers spm,blockers nns spm vbp,NNS VBP,0
blockh,blockh nn,NN,0
blocking,blocking vbg,VBG,1
blocks,blocks nns,NNS,1
blocks are,blocks nns are vbp,NNS VBP,1
blocks crown,blocks nns crown vbp,NNS VBP,1
blocks have,blocks nns have vbp,NNS VBP,1
blocks load,blocks nns load nn,NNS NN,1
blocks retainer,blocks nns retainer vbp,NNS VBP,1
blocks spm,blocks nns spm vbp,NNS VBP,0
blocks stationary,blocks nns stationary vbp,NNS VBP,1
blockserverloop,blockserverloop nn,NN,0
blot,blot nn,NN,1
blots,blots nns,NNS,1
blots are,blots nns are vbp,NNS VBP,1
blow,blow nn,NN,1
blowe,blowe nn,NN,0
blowed,blowed vbn,VBN,0
blower,blower nn,NN,1
blower for aux motor,blower nn for in_pos aux jj motor nn,NN IN JJ NN,1
blower motor,blower nn motor nn,NN NN,1
blower on,blower nn on in_pos,NN IN,1
blowerless,blowerless nn,NN,0
blowers,blowers nns,NNS,1
blowers ac,blowers nns ac vbp,NNS VBP,1
blowers air,blowers nns air nn,NNS NN,1
blowers are,blowers nns are vbp,NNS VBP,1
blowers aux,blowers nns aux vbp,NNS VBP,1
blowers etc,blowers nns etc vbp,NNS VBP,1
blowers have,blowers nns have vbp,NNS VBP,1
blowers na,blowers nns na vbp,NNS VBP,0
blowers spm,blowers nns spm vbp,NNS VBP,0
blowing,blowing nn,NN,1
blown,blown nn,NN,1
blown cylinder,blown vbn cylinder nn,VBN NN,1
blown dirt,blown vbn dirt nn,VBN NN,1
blown down,blown vbn down rp,VBN RP,1
blown found,blown vbn found vbd,VBN VBD,1
blown fuse,blown vbn fuse nn,VBN NN,1
blown hose,blown vbn hose nn,VBN NN,1
blown hydraulic,blown vbn hydraulic jj,VBN JJ,1
blown mp,blown vbn mp nn,VBN NN,1
blown o,blown vbn o nn,VBN NN,1
