extracted_date,text,RIGNUM,JOBNUM,JobType,SYSTEM,COMPONENT,column_basic_processing,negative_tokens_,positive_lists_,neutral_lists_,negative_pos_,positive_pos_,neutral_pos_,taxo_token_treat_text,number_of_positive,number_of_negative,number_of_neutral,combined_neu_pos_neg,sentence_lenght,predicted_score_khat_bayes,predicted_score_khat,predicted_score_PMI,predicted_score_khat_bayes_sclaed_neutral
2018-10-04 22:50:18, This job requires the heat exchangers and blower assembly to be checked for water leaks. There was no substantial leaks found although there is very minimal seepage comming from the plugs that are visible on the outside of the unit. All drain plugs that were accesible were removed and there was no signs of any internal leakage.The main supply hoses are in good condition.Unit was left in a ready state.,263,2630014042959,Prevent Maint,HPMS,MTR,this job requires the heat exchangers and blower assembly to be checked for water leaks there was no substantial leaks found although there is very minimal seepage comming from the plugs that are visible on the outside of the unit all drain plugs that were accesible were removed and there was no signs of any internal leakagethe main supply hoses are in good conditionunit was left in a ready state,"[('to', 'be', 'checked'), ('conditionunit', 'was')]","[('in', 'good', 'conditionunit')]","[('this', 'job'), ('the', 'heat'), ('minimal', 'seepage'), ('the', 'outside'), ('the', 'unit'), ('internal', 'leakagethe'), ('main', 'supply'), ('good', 'conditionunit'), ('ready', 'state')]","[('TO', 'VB', 'VBN'), ('NN', 'VBD')]","[('IN', 'JJ', 'NN')]","[('DT', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('JJ', 'NN')]",this job requires the heat exchangers and blower assembly to_be_checked for water leaks there was no_substantial leaks_found although there is very_minimal seepage comming from the plugs that are visible on the outside of the unit all drain plugs that were accesible were removed and there was no signs of any internal leakagethe main supply hoses are in good conditionunit was left in a ready state,2,2,4,"[4, 2, 2]",65,-0.027811215275213012,-0.027811215275212985,0.16709044923177413,-0.006953
2018-11-18 15:07:57, Completed the applicable steps No faults to report. Made a visual inspection of motor exterior we listened for unusual noises and vibrations took bearing temp. readings with IR gun confirmed proper operation of motor heater while not in use Checked for damage leaks on cooling water confirmed all bolts secured in junction box covers confirmed cables are free of damage checked grounding cables.,263,2630014044431,Prevent Maint,HPMS,MTR,completed the applicable steps no faults to report made a visual inspection of motor exterior we listened for unusual noises and vibrations took bearing temp readings with ir gun confirmed proper operation of motor heater while not in use checked for damage leaks on cooling water confirmed all bolts secured in junction box covers confirmed cables are free of damage checked grounding cables,"[('to', 'report', 'made'), ('vibrations', 'took'), ('gun', 'confirmed'), ('water', 'confirmed'), ('damage', 'checked')]","[('with', 'ir', 'gun'), ('not', 'in', 'use'), ('on', 'cooling', 'water'), ('covers', 'confirmed')]","[('visual', 'inspection'), ('ir', 'gun'), ('proper', 'operation'), ('on', 'cooling', 'water')]","[('TO', 'VB', 'VBN'), ('NNS', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD')]","[('IN', 'JJ', 'NN'), ('RB', 'IN', 'NN'), ('IN', 'VBG', 'NN'), ('VBZ', 'VBN')]","[('JJ', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('IN', 'VBG', 'NN')]",completed the applicable steps no faults to_report_made a visual inspection of motor exterior we listened for unusual noises and vibrations_took bearing temp readings with ir gun confirmed proper operation of motor heater while not_in_use checked for damage leaks on cooling water_confirmed all bolts secured in junction box covers_confirmed cables are free of damage_checked grounding cables,2,5,9,"[9, 2, 5]",55,0.03724752103876189,0.037247521038762034,0.004721263428463122,0.004139
2018-12-29 10:03:09, Confirmed the correct operation and accuracy of the Mud Pump stroke measuring and monitoring system..Confirmed the correct operation and accuracy of the Mud Pump pressure monitoring system.Confirmed that the Standpipe manifold has been pressure tested to 6500 psi when completion equipment was installed 12242018. maked sure barring disconnect switch prevents mud pump from starting.With no pumps running close IBOP and attempt to start mud pump. No function of mud pumps.,263,2630014046705,Prevent Maint,HPMS,MTR,confirmed the correct operation and accuracy of the mud pump stroke measuring and monitoring systemconfirmed the correct operation and accuracy of the mud pump pressure monitoring systemconfirmed that the standpipe manifold has been pressure tested to psi when completion equipment was installed maked sure barring disconnect switch prevents mud pump from startingwith no pumps running close ibop and attempt to start mud pump no function of mud pumps,"[('pump', 'stroke'), ('monitoring', 'systemconfirmed'), ('monitoring', 'systemconfirmed'), ('equipment', 'was')]","[('has', 'been')]","[('the', 'correct'), ('the', 'mud'), ('correct', 'operation'), ('the', 'mud'), ('the', 'standpipe'), ('been', 'pressure'), ('disconnect', 'switch'), ('close', 'ibop'), ('no', 'function')]","[('NN', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD')]","[('VBZ', 'VBN')]","[('DT', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('VBN', 'RB'), ('JJ', 'NN'), ('JJ', 'NN'), ('DT', 'NN')]",confirmed the correct operation and accuracy of the mud pump stroke measuring and monitoring systemconfirmed the correct operation and accuracy of the mud pump pressure monitoring systemconfirmed that the standpipe manifold has_been pressure_tested to psi when completion equipment was_installed maked sure barring disconnect switch prevents mud pump from startingwith no pumps running close ibop and attempt to start mud pump no function of mud pumps,2,0,3,"[3, 2, 0]",65,0.01929175674224552,0.01929175674224552,0.6990713217130833,0.006431
2019-01-07 08:00:22, Closed loop cooling = Visually examined the piping and housing for leaks only old leak evidenced observed no active leaks observed.,263,2630014047135,Prevent Maint,HPMS,MTR,closed loop cooling visually examined the piping and housing for leaks only old leak evidenced observed no active leaks observed,"[('housing', 'for', 'leaks'), ('leak', 'evidenced'), ('leaks', 'observed')]",[],"[('closed', 'loop'), ('the', 'piping'), ('old', 'leak')]","[('NN', 'IN', 'NNS'), ('NN', 'VBD'), ('NNS', 'VBD')]",[],"[('JJ', 'NN'), ('DT', 'NN'), ('JJ', 'NN')]",closed loop cooling visually_examined the piping and housing for leaks only old leak_evidenced observed no_active leaks_observed,1,2,3,"[3, 1, 2]",16,0.07206304433514037,0.07206304433514069,0.11046493828754679,0.024021
2019-01-16 04:58:59, Inspected as per PM. No damage noted. Foundations grounding cableing and glands check. Motors are clean and have sealed type bearings. All fasteners and cover bolts intact.,263,2630014047504,Prevent Maint,HPMS,MTR,inspected as per pm no damage noted foundations grounding cableing and glands check motors are clean and have sealed type bearings all fasteners and cover bolts intact,"[('damage', 'noted')]",[],"[('no', 'damage')]","[('NN', 'VBD')]",[],"[('DT', 'NN')]",inspected as per pm no_damage noted foundations grounding cableing and glands check motors are clean and have_sealed type bearings all fasteners and cover bolts_intact,0,1,4,"[4, 0, 1]",24,-0.12217589125171958,-0.12217589125171953,-0.2312579495938567,-0.030544
2019-01-30 06:43:44, Run checks were completed on 13019. Motors are in good running condition.----------,263,2630014047751,Prevent Maint,HPMS,MTR,run checks were completed on motors are in good running condition,"[('checks', 'were')]","[('in', 'good', 'running')]","[('good', 'running')]","[('NNS', 'VBD')]","[('IN', 'JJ', 'NN')]","[('JJ', 'NN')]",run checks_were completed on motors are in_good_running condition,1,0,2,"[2, 1, 0]",8,0.3635109850822768,0.36351098508227664,0.24144896283287212,0.181755
2019-01-20 09:21:23, Motors were visually examined and no major abnormalities found d at this time. All fasteners and ID tags and glands are in proper working condition All grounding and bonding are in good condition at this time and read .01 local S/S stations are in good working condition All covers and Jboxes are in good condition at this time Motor heater is working as expected No lubrication required as these are sealed bearing motors. Due to operations the Pump Motors are not running at this time. Run checks need to be completed.,263,2630014047751,Prevent Maint,HPMS,MTR,motors were visually examined and no major abnormalities found d at this time all fasteners and id tags and glands are in proper working condition all grounding and bonding are in good condition at this time and read local s s stations are in good working condition all covers and jboxes are in good condition at this time motor heater is working as expected no lubrication required as these are sealed bearing motors due to operations the pump motors are not running at this time run checks need to be completed,"[('motors', 'were'), ('to', 'be', 'completed')]","[('in', 'good', 'condition'), ('in', 'good', 'condition')]","[('found', 'd'), ('this', 'time'), ('all', 'grounding'), ('good', 'condition'), ('this', 'time'), ('good', 'condition'), ('this', 'time'), ('no', 'lubrication'), ('sealed', 'bearing'), ('the', 'pump'), ('this', 'time')]","[('NNS', 'VBD'), ('TO', 'VB', 'VBN')]","[('IN', 'JJ', 'NN'), ('IN', 'JJ', 'NN')]","[('VBN', 'RB'), ('DT', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN')]",motors were visually_examined and no_major abnormalities found d at this time all fasteners and id tags and glands are in proper working condition all grounding and bonding are in_good_condition at this time and read local s s stations_are in_good_working condition all covers and jboxes are in_good_condition at this time motor heater is_working as expected no lubrication required as these are sealed bearing motors due to operations the pump motors are not running at this time run checks need to_be_completed,2,3,6,"[6, 2, 3]",79,-0.03268929466570601,-0.03268929466570605,0.07014901775024264,-0.005448
2019-01-20 09:00:11, Motors were visually examined and no major abnormalities found at this time. Motor leads were not lift but small megger was used @ 250v DC as Per chief electrician. No PI test was performed No vibration calibration equipment is on board at this time.,263,2630014047752,Prevent Maint,HPMS,MTR,motors were visually examined and no major abnormalities found at this time motor leads were not lift but small megger was used v dc as per chief electrician no pi test was performed no vibration calibration equipment is on board at this time,"[('motors', 'were'), ('leads', 'were'), ('megger', 'was'), ('test', 'was')]",[],"[('this', 'time'), ('small', 'megger'), ('used', 'v'), ('pi', 'test'), ('no', 'vibration'), ('this', 'time')]","[('NNS', 'VBD'), ('NNS', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD')]",[],"[('DT', 'NN'), ('JJ', 'NN'), ('VBN', 'RB'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN')]",motors were visually_examined and no_major abnormalities found at this time motor leads were not lift but small megger was used v dc as per chief electrician no pi test was performed no vibration calibration equipment is_on_board at this time,1,0,2,"[2, 1, 0]",39,0.0004024248244095413,0.0004024248244096185,0.051632812121500865,0.000201
2019-01-20 08:48:05, Motors were visually examined and no major abnormalities found at this time. Motor leads were not lift but small megger was used @ 250v DC as Per chief electrician. No PI test was performed No vibration calibration equipment is on board at this time.,263,2630014047788,Prevent Maint,HPMS,MTR,motors were visually examined and no major abnormalities found at this time motor leads were not lift but small megger was used v dc as per chief electrician no pi test was performed no vibration calibration equipment is on board at this time,"[('motors', 'were'), ('leads', 'were'), ('megger', 'was'), ('test', 'was')]",[],"[('this', 'time'), ('small', 'megger'), ('used', 'v'), ('pi', 'test'), ('no', 'vibration'), ('this', 'time')]","[('NNS', 'VBD'), ('NNS', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD')]",[],"[('DT', 'NN'), ('JJ', 'NN'), ('VBN', 'RB'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN')]",motors were visually_examined and no_major abnormalities found at this time motor leads were not lift but small megger was used v dc as per chief electrician no pi test was performed no vibration calibration equipment is_on_board at this time,1,0,2,"[2, 1, 0]",39,0.0004024248244095413,0.0004024248244096185,0.051632812121500865,0.000201
2019-01-20 08:56:58, Motors were visually examined and no major abnormalities found d at this time. All fasteners and ID tags and glands are in proper working condition All grounding and bonding are in good condition at this time and read .01 local S/S stations are in good working condition All covers and Jboxes are in good condition at this time Motor heater is working as expected No lubrication required as these are sealed bearing motors. Due to operations the Pump Motors are not running at this time. Run checks need to be completed.----------,263,2630014047789,Prevent Maint,HPMS,MTR,motors were visually examined and no major abnormalities found d at this time all fasteners and id tags and glands are in proper working condition all grounding and bonding are in good condition at this time and read local s s stations are in good working condition all covers and jboxes are in good condition at this time motor heater is working as expected no lubrication required as these are sealed bearing motors due to operations the pump motors are not running at this time run checks need to be completed,"[('motors', 'were'), ('to', 'be', 'completed')]","[('in', 'good', 'condition'), ('in', 'good', 'condition')]","[('found', 'd'), ('this', 'time'), ('all', 'grounding'), ('good', 'condition'), ('this', 'time'), ('good', 'condition'), ('this', 'time'), ('no', 'lubrication'), ('sealed', 'bearing'), ('the', 'pump'), ('this', 'time')]","[('NNS', 'VBD'), ('TO', 'VB', 'VBN')]","[('IN', 'JJ', 'NN'), ('IN', 'JJ', 'NN')]","[('VBN', 'RB'), ('DT', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN')]",motors were visually_examined and no_major abnormalities found d at this time all fasteners and id tags and glands are in proper working condition all grounding and bonding are in_good_condition at this time and read local s s stations_are in_good_working condition all covers and jboxes are in_good_condition at this time motor heater is_working as expected no lubrication required as these are sealed bearing motors due to operations the pump motors are not running at this time run checks need to_be_completed,2,3,6,"[6, 2, 3]",79,-0.03268929466570601,-0.03268929466570605,0.07014901775024264,-0.005448
2019-01-30 06:42:16, Run checks were completed on 13019 motors are in good running condition----------,263,2630014047789,Prevent Maint,HPMS,MTR,run checks were completed on motors are in good running condition,"[('checks', 'were')]","[('in', 'good', 'running')]","[('good', 'running')]","[('NNS', 'VBD')]","[('IN', 'JJ', 'NN')]","[('JJ', 'NN')]",run checks_were completed on motors are in_good_running condition,1,0,2,"[2, 1, 0]",8,0.3635109850822768,0.36351098508227664,0.24144896283287212,0.181755
2019-01-20 09:19:36, Due to operations the Pump Motors are not running at this time. Run checks need to be completed.,263,2630014047789,Prevent Maint,HPMS,MTR,due to operations the pump motors are not running at this time run checks need to be completed,"[('to', 'be', 'completed')]",[],"[('the', 'pump'), ('this', 'time')]","[('TO', 'VB', 'VBN')]",[],"[('DT', 'NN'), ('DT', 'NN')]",due to operations the pump motors are not running at this time run checks need to_be_completed,0,1,0,"[0, 0, 1]",16,-0.010225537301633308,-0.010225537301633105,0.030310116359408074,-0.010226
2019-01-23 04:20:53, Inspected motors and drive cabinets. Measured insulation resistance. Motors run at normal temps. No abnormal vibrations. No issues to report.,263,2630014047794,Prevent Maint,HPMS,MTR,inspected motors and drive cabinets measured insulation resistance motors run at normal temps no abnormal vibrations no issues to report,[],[],"[('measured', 'insulation')]",[],[],"[('VBN', 'NN')]",inspected motors and drive cabinets measured insulation resistance motors run at normal temps no_abnormal vibrations no issues to report,0,0,4,"[4, 0, 0]",19,0.0,0.0,-0.2294500971385835,0.0
2019-01-23 04:22:25, Inspected motors and drive cabinets. Measured insulation resistance. Motors run at normal temps. No abnormal vibrations. No issues to report.,263,2630014047795,Prevent Maint,HPMS,MTR,inspected motors and drive cabinets measured insulation resistance motors run at normal temps no abnormal vibrations no issues to report,[],[],"[('measured', 'insulation')]",[],[],"[('VBN', 'NN')]",inspected motors and drive cabinets measured insulation resistance motors run at normal temps no_abnormal vibrations no issues to report,0,0,4,"[4, 0, 0]",19,0.0,0.0,-0.2294500971385835,0.0
2019-01-23 04:09:39, Performed steps of PM and along with 360 day inspection. Motors are free of damage and in good working order.,263,2630014047796,Prevent Maint,HPMS,MTR,performed steps of pm and along with day inspection motors are free of damage and in good working order,[],"[('in', 'good', 'working')]","[('good', 'working')]",[],"[('IN', 'JJ', 'NN')]","[('JJ', 'NN')]",performed steps of pm and along with day inspection motors are free of damage and in_good_working order,0,0,2,"[2, 0, 0]",17,0.0,0.0,0.1650335799073566,0.0
