,combined_text_column,Failure Mechanism_JS,Failure_Mechanism_JS_MAP,Failure_Mechanism_JS_MAP_categorical,Exact_Match_Result_label,Exact_Match_Result_categorical,Unit_Based_FM_Result_label,Unit_Based_FM_categorical,Winner_algorithm_1,Winner_algorithm_2,Winner_algorithm_3,ECOC_MAX_predicted_FM_prevelance_labels_after_multiple_ncols_15,ECOC_MAX_predicted_FM_prev_norm_scrs_ncols_15,Gold_Standard_FM_replaced
25,"While drilling 17 1/2 hole on Z4, driller observed pressure drop on stand pipe manifold. Derrickman reported a wash on #2 fluid end piston. Drilling with 4200 l/m and 280 bar. Failure of piston rubber. Total hours on piston 294. Regular checks on mud pumps while drilling. Shut down pump, isolate pump. TOFS. Change piston.",2.3 - Material - Wear,Material_Failure,2.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
61,"Replace MP3 pulsation dampener diaphram Replace MP3 pulsation dampener diaphram Topp off nitrogen to 2000psi Several causes are acting simultaneously. If one cause is predominant, this cause should be highlighted.  Parts Requested from ICS:----------, Mud Pump 3: Remove the Air operated hoist on the trolley and install a manual hoist for the task. Gather all tools and equipment as needed. Create a new RRP and WRA for replacing the bladder. Isolated the mud pump and the fluid end valves. Removed the fill valve and gauge. Removed the top cover and found that the hex bolt that secures the stabilizer to the diaphragm had back out. The stabilizer was found to be split and in poor condition. Rigged up lifting eye and removed the diaphragm. Clean the flange and cavity and fit the new diaphragm. Reinstall the cover fill valve and gauges. Rig up and fill with 2000psi nitrogen pre charge.",Material,Material_Failure,2.0,Hydraulic_Failure,3,Material_Failure,2,Hydraulic_failure,Material_failure,Material_failure,multiples,Material_failure,Material_failure
72,"Assist Replace MP 1A Drive Motor Assist Replace MP 1A Drive Motor due to noisy on NDE bearing. Equipment did not perform as intended per designed specification and not due to lack of maintenance  Deisolate for function testing. Completed function test. Run the pump from 10 SPM to 60 SPM. Found running in good condition. Isolate again. Weld the block stopper on the motor. Weld the cable bracket.----------, Assisted Electrical Team with removal Terminal Junction Box. Removed the blower.----------, 17 Mar 2018 with drill crew and S/TP removed the old motor. Verified new motor had same footing and same pulley. Brought down new motor to mud pump room. 18 Mar 2018 drill crew lift the motor to the skid plate. Installed the top cover. 19 Mar 2018: : Found the skid plate threaded hole not align with the new motor holes. Only two holes were aligned. Observed that the mounting holes of old motor had been enlarged on two of them. Discussed with Maintenance Supervisor for enlarging the new motor mounting holes. Cut flame the holes and use pencil grinder to clean the holes. Tighten the motor to the skid plate and skid plate to mud pump base.----------, Loosen the skid plate of motor and jack the plate to loosen the belt (21/4 socket for skid plate 23/8 socket for adjuster bolt). Removed drive belt. Attempted to remove pulley to gain more space with no success. Rig up for lifting the motor weight 3.4 ton. Loosen the bolts which securing the motor to the skid plate----------, Raised isolation for the job. Prepared tools. Rig up lifting gear ans inertia reel. Removed the belt drive cover. Removed ducting of MP1A Blower.----------, Electrical Department successfull with the ID Run. Loosen skid plate mounting bolts and skid out the motor for installing belt drive.----------, Installed covers ducting and prox switch for manual cranking.----------, Installed belt drive. Aligned and tightened the motor. Fabricated rubber gasket for blower and ducting mounting. Lift and installed the blower in place.",Material,Material_Failure,2.0,Mechanical_Failure,1,Mechanical_Failure,1,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Material_failure
42,When starting up Mud pumps there were belt slippage on mud pump. Belts between motor and pump slipped. The load on electrical motorr are not even or to big for the belt causing it to slip. Letting out smoke in the pumproom. Mud pumps stoped for time out and check We have been in contact with ABB and await a feedback on freqensy drive software update. Worn belts on MP 2 and 3 are beeing canged out Pump and area checked for heat. Drives for pump 2 &3 resat and mut pums started in steps. With wachman in pumproom,3.4 - Ctrl System - Software error,Control_System_Failure,5.0,Electrical_Failure,4,Material_Failure,2,Electrical_failure,Material_failure,Material_failure,Material_failure,Material_failure,Control_system
66,"Order O-Rings Discharge Module Order O-Rings to replace the ones we received as Loan fron another Competitor. Lawrence, 04 - O-Ring - P/N 2410031-440 - empréstimo da Queiroz Galvão - Received on KG1 under CM# 0095M000026942 - RT 315.902.071 As discussed please make RMS to request 4 EA to Payback Queiroz Galvao. After complete I will be adjusting our inventory to have these 3 in the Shelf as 1 was already used. "" From what we are expecting to receive for our stock replenishment? (3 EA on PO# 0001712837 / PL# 284063 Normal expected wear and tear from operating equipment as designed  Lawrence 04 ORing P/N 2410031440 empréstimo da Queiroz Galvão Received on KG1 under CM# 0095M000026942 RT 315.902.071 As discussed please make RMS to request 4 EA to Payback Queiroz Galvao. After complete I will be adjusting our inventory to have these 3 in the Shelf as 1 was already used. From what we are expecting to receive for our stock replenishment? (3 EA on PO# 0001712837 / PL# 284063) + (1 EA on PO# 0001739564 (Not Delivered at K+N yet)).----------, Parts Requested from ICS:----------, Order ORings to replace the ones we received as Loan fron another Competitor.----------, Job closed out Orings recived and completed.",Material,Material_Failure,2.0,Material_Failure,2,Mechanical_Failure,1,Material_failure,Mechanical_failure,Material_failure,Material_failure,Material_failure,Material_failure
16,"During drilling operations the pump hand observed mud coming from the liner coffin on mud pump 3. Upon investigation it was found that all 6 mounting studs for the liner retention system had parted, allowing the swab and liner system to pull away from the wear plate on the fluid end. Old style liner gasket from NOV was used in this particular pump. Reference HQS-OPS-TIB-016 to ensure the correct type of liner gasket is being used and in the warehouse. Deactivated the RIN for the old style gaskets (RIN 772439) to ensure that the new style Polyurethane gaskets are ordered as per HQS-OPS-TIB-016 . Removed studs and installed new with new nuts. Lubricated Bolt with TS70 moly and torqued as per NOV manual to 1100 ft. lbs at increment's of 25%, 50%, 75% then 100% of full torque rating.",1.5 Mechanical - Looseness,Mechanical_Failure,1.0,Electrical_Failure,4,Material_Failure,2,Electrical_failure,Material_failure,Material_failure,Material_failure,Material_failure,Mechanical_failure
56,"During Drilling Operations with three Mud Pumps the Drilling Department reported erratic indications with flow rates and pressures etc. Maintenance Department called and initial diagnosis was an imbalance with regards Load Sharing of the Mud Pumps. However, after further testing this proved to be false. Further investigation revealed an issue with Mud Pump #3 DC Drive Motor A. Drilling Department informed and Mud Pump #3 taken out of operation and isolated for further investigation. Drilling Operations continued with two Mud Pumps at reduced flow rates etc. Mud Pump #3 DC Drive Motor A - Flashover of the Commutator due to excessively worn Motor Brushes. SPM-C_MTR_ALL-DC-HOR-MOUNT-500+_90-ELECTRICAL Calendar based PM Task last completed on Mud Pump #3 Drive Motor A on 19 Sep 2018. RMS Job Task 17-1227416 refers. Approximate Mud Pump #3 Run Hours at this time - 34267Hrs. Mud Pump #3 Run Hours on 22 Dec 2018 recorded as 35176Hrs. Above Calendar based PM Task next scheduled 5 Jan 2019. In light of the above issue, RMS C/R 1700001002553 submitted to increase the frequency of this Calendar based PM Task to every 60 Days or alternatively change the PM Task to Usage Based every 750Hrs Mud Pump Run Time. As indicated above, after initial fault investigation, Drilling Operations recommenced with two Mud Pumps, Mud Pump #1 & Mud Pump #2, at a reduced flow rate. Mud Pump # 3 isolated, Drive Motor A worn Motor Brushes removed, Drive Motor cleaned internally, Commutator inspected, dressed as required, confirmed serviceable and replacement Motor Brushes installed. Drive Motor electrical readings taken and confirmed the Drive Motor as serviceable. Drive Motor B Motor Brushes checked and confirmed serviceable. Mud Pump #3 de-isolated and tested with assistance from the Drilling Department. Mud Pump confirmed fully serviceable and returned to normal Operations. Further checks on Mud Pumps #1 & #2 Drive Motors confirmed Motor Brushes on these Motors serviceable.",2.3 - Material - Wear,Material_Failure,2.0,Material_Failure,2,Mechanical_Failure,1,Material_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Material_failure
82,"Check Mud Pump 3A Motor Winding RTD's Check Mud Pump 3A Motor Winding RTD's Normal expected wear and tear from operating equipment as designed  This job can be closing now as we don't get an alarms since all rtd's connections was checked.----------, This job created to follow up on issue with Mud Pump 3A motor high temperature alarms happened during operation on 16042019. Checked Mud Pump 3A Motor winding thermistors. Disconnected and checked all RTD's resistance. RTD #1: 113.5 ohms RTD #2: 113.6 ohms RTD #3: 113.1 ohms Spare RTD's reading are 113.0 113.8 ohms. Reconnected all wiring and RTD's. Checked all terminal connections for tightness. Equipment back in serive.",Control system,Control_System_Failure,5.0,Control_System_Failure,5,Control_System_Failure,5,Control_system,Control_system,Control_system,Control_system,Control_system,Control_system
32,"Drilling suspended while troubleshooting low charge pressure on hex pumps. While drilling 16-1/2"" OH at 1050gpm with 14.1ppg SBM (& boosting at 350gpm = 1400gpm total) we encountered the suction charge pressure on the hex pumps slowly reducing from ~65psi down to ~15psi and triggering the pump to shut down once the charge pressure dropped below the threshold of 20-15 psi (as per design of the hex pumps). Within the last week, we had displaced the riser from 12.4ppg to SW (tropical storm), went back to mud and have weighted up to 14.1ppg. We had cleaned all the suction strainers on 10-21-19 (minimum in them) after displacing back to mud and seeing similar trends. We will continue to monitor charge pressure and take appropriate actions to minimize downtime, by precautionarily checking suction strainers when operations allow. We cleaned suction strainers (finding minimum material in same), added mud to active system to increase hydrostatic pressure on suction lines, swapped from port side active pits (normal line up) to starboard side active pits, checked for unusual barite fill in pump suction lines, checked milliamps on suction pressure transducers, tried multiple pump line ups / configurations including all pumps running at moderate speed to minimum pumps running at high speed.",5.1 - Hyd/Pnuem - Blockage/plugged ,Hydraulic_Failure,3.0,Control_System_Failure,5,Mechanical_Failure,1,Control_system,Mechanical_failure,Mechanical_failure,multiples,Control_system,Hydraulic_failure
60,"No.1 mud pump PRV, Order replacement TITAN P.R.V. Order replacement TITAN P.R.V. to replace one that was damaged beyond economic repair Inadequate equipment design or configuration (shape, size, technology, configuration, operability, maintainability, etc.), but no further details known  RMS job 2220014162682 has been created for the valve which was removed from Mud Pump # 3 Plans are to overhaul the unit & install on Mud pump # 1----------, Equipment is out of Service Equipment is back in Service Tagged as OOS. This valve did not fail. It was tagged as failed on #1.----------, We finally received the first of two new BX Titan valves onboard. This valve has been modified it has the vent holes drilled just below Bonnet assy. as per HQSOPSTIBPRV009. The numbers or data on this new valve is as follows: NOV Titan BX serial number 23423363 Valve # 10111643001. As stated below though this valve was ordered for pump no. 1 we installed it on pump no. 3. The BX Titan that was on the no. 3 pump has not been modified or had the vent holes drilled in the bonnet. While we do have a safety clamp for this particular valve it could not be placed on this no. 3 mud pump because of structural clearance between the valve and high pressure pipe work. We have placed the new valve at this location will rebuild or reseal the valve that was removed and place it on a different pump and use the safety clamp.----------, Valve has been tested on the Mud Side by drilling dept. No leaks found. Valve in full service now.----------, Equipment is back in Service Tagged as OOS. This valve did not fail. It was tagged as failed on #1.----------, ** This Titan Valve has been installed on #3 Mud Pump as per instructions from Mech Sup**. 1. Removed original BX Titan valve from pipe work. 2. Cleaned up pipe connections and installed new seals. 3. Installed new modified BX Titan valve into place. 4. Removed pressure transducer from pipe work and connected to hydraulic test tool. 5. Tested pressure transduder to 500psi 1500psi 3000psi & 6500psi. Valve open at each set point with no issues. This was witnessed & verified by Rufat Toolpusher. 6. Awaiting drilling dept to test the mud side of the BX Titan before signing off the job as completed.----------, Equipment is out of Service Tagged as OOS. This valve did not fail. It was tagged as failed on #1.----------, Equipment is back in Service Equipment is back in Service Tagged as OOS. This valve did not fail. It was tagged as failed on #1.----------, Parts Requested from ICS:---------- , AUTOMATED PRIORITY ADJUSTMENT Job priority changed from Medium(4) to 1 due to revised job priority methodology.",Material,Material_Failure,2.0,Control_System_Failure,5,Mechanical_Failure,1,Control_system,Mechanical_failure,Material_failure,multiples,Control_system,Material_failure
71,"filter oil off-line to remove water and contamination as per oil sample reports allow the water to settle out to the bottom of the sump and use a pump and suction wand to remove a 20 liters of oil from the bottom of thew sump. filter the oil off-line to remove water and contamination, remove oil trough end covers to drain collected water, Failure caused by wear and tear resulting from normal operation of the equipment unit  1. The portable filtration unit was used however as its designed for hydraulic oil it kept tripping the motor. 2. We found the source of the water ingress to be coming from the stroke counter wires which run through a gland located on top of the crosshead chamber. (See RMS Job# 171767). 3. New wiper seals have been requested on RMS Job# 171816.",Hydraulic,Hydraulic_Failure,3.0,Hydraulic_Failure,3,Mechanical_Failure,1,Hydraulic_failure,Mechanical_failure,Mechanical_failure,multiples,Hydraulic_failure,Hydraulic_failure
90,"Charge pump for Mud pump # 4- Mechanical seal leacking, Charge pump for Mud pump # 4- Mechanical seal leacking Normal expected wear and tear from operating equipment as designed  Isolation carried out started dismantling Dismantle pump and cleaned all bolts parts etc.. Replaced stuffing box/wear plate with new due to worn condition Replaced wear sleeve and installed new mechanical seal Impeller in good condition and installed same one back Adjusted gap between impeller and stuffing box to 0.020 as recommended Assembled complete pump and installed back suction and discharge flexible joint Replaced 6 discharge flex joint due to bad condition De isolated fluid end of pump and el.motor Packings will be installed after testing Pump cannot be test operated at this moment due to current drilling operations----------, Charge pump for Mud pump # 4 Mechanical seal leacking Folowing parts required Mechanikal seal ICN 10004061 D09/2 each/$222 Sleeve ICN 10000698D09/ 2 each/$178 Gasket ICN 10004091D09A/1 each/",Material,Material_Failure,2.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
45,"Pumps started jacking off, picked up to neutral weight. Carried out troubleshooting one pump at a time to establish cause. Problem identified with MP1. Shut in MP1 at standpipe and bled off. Lined up MP2 and MP3 and staged up parameters to milling rate. Once operations allowed Pump was opened up and a small section of wood was found across #2 suction Valve. Pumps will continue to be fluid checked and strainers cleaned out, regularly. Number one mud pump was shut in and operations continued with Mud pump #2 and Mud pump #3.",5.1 - Hyd/Pnuem - Blockage/plugged ,Hydraulic_Failure,3.0,Hydraulic_Failure,3,Mechanical_Failure,1,Hydraulic_failure,Mechanical_failure,Mechanical_failure,multiples,Hydraulic_failure,Hydraulic_failure
57,"While drilling out cement plug mud pump #4 cylinder #2 failed. This event appears to have been caused by defective swabs. After further investigation, 11 of the the remaining 16 swabs on the warehouse shelf were inspected and found that the brand new swabs had cracks and clear separation. (See attached) Work together with maintenance supervisor to remove the defective swabs from circulation to replace with quality equipment. Damaged swab has been removed and replaced. Normal operations have resumed.",2.4 - Material - Breakage,Material_Failure,2.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
13,"While circulating at well section TD, mud pump 3 went into alarm for current imbalance. Upon further investigation it was found that the drive pulley was no longer attached to the drive motor. Event was caused by drive pulley no longer being attached to drive motor. Continue to monitor other mud pumps as normal while awaiting further instructions from NOV. Mud pump 3 shut in and drilling operations resumed. TOFs and MOC conducted. Mud pump isolated. Motor has been removed and will be replaced with spare unit currently in transit ETA 21st June.","Missing Part???
1.8 Mechanical - Other",Mechanical_Failure,1.0,Control_System_Failure,5,Mechanical_Failure,1,Control_system,Mechanical_failure,Mechanical_failure,multiples,Control_system,Mechanical_failure
89,"Pump Parts for China PUMP PARTS REQUIRED FOR CHINA CONTRACT- PARTS SHORTAGE ICN 10004745 PACKING O-RING Part Number 2410031-438 QTY 12 ICN 10004688 SEAL, SUCTION MANIFOLD Part Number 1540021 QTY 6 ICN 10000018 DISCHARGE ADAPTER Part Number 8382-2 QTY 4 ICN 10004746 SEAL DISCHARGE, CONNECTOR PACKING , Part Number 2410031-440 QTY 12 P Normal expected wear and tear from operating equipment as designed  ** Non Issued Parts Auto Cancelled QTY REQUESTED: 8 QTY ISSUED: 0 DESC: ADAPTER DISCHARGE QTY REQUESTED: 12 QTY ISSUED: 0 DESC: SEAL SUCTION MANIFOLD QTY REQUESTED: 24 QTY ISSUED: 0 DESC: packing oring QTY REQUESTED: 24 QTY ISSUED: 0 DESC: PACKING ORING----------, OMC Please Note the order qty are above and over what we have on hand in warehouse. Thanks----------, Parts Requested from ICS:----------Nibu K , requisition#0096020996",Material,Material_Failure,2.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
40,"Whilst drilling ahead 12 1/4"" Hole, Swab on Mud Pump #1 Centre Module started to leak, Driller picked string off bottom & drilling was suspended. Note: Unable to achieve sufficient flow rate as repairs were being carried out to Mud Pump #3 at the time, continue to circulate at reduced rate with Mud Pump #1 only. Leaking Mud Pump swab due to expected wear & tear. Leaking Mud Pump swab due to expected wear & tear. Blockage in liner cooling system was caused by OBM leaking into the cooling water tank when the swab leaked & prior to the mud pump being shut down. Mud pump was electrically & mechanically isolated, Swab was replaced. After swab replacement the Liner cooling system was found to be blocked & had to be cleared & flushed adding additional time pump was off-line.",5.1 - Hyd/Pnuem - Blockage/plugged ,Hydraulic_Failure,3.0,Mechanical_Failure,1,Material_Failure,2,Mechanical_failure,Material_failure,Material_failure,Mechanical_failure,Mechanical_failure,Hydraulic_failure
85,"Mud pump # 4 Replace fault lube oil pressure gauge Replace fault lube oil pressure gauge ( Both gauge showing 80psi before and after lube oil filter) Failure caused by wear and tear resulting from normal operation of the equipment unit  Parts Requested from ICS:----------, Found while daily checks . Lube oil pressure 80psi in both pressure gauges before and after lube filters.suspect one of the gauges is u/s. change pump from remote to local operating mode for testing and troubleshooting isolated lube oil line and changed bottom gauge tested in local and pressure is 88 and 78 PSI informed driller pump is back in remote for operations no issues all okay",Mechanical,Mechanical_Failure,1.0,Electrical_Failure,4,Mechanical_Failure,1,Electrical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure
30,"Mud pump 1 - 6"" piston failed. Premature failure of piston after just 101 hours. We are currently appraising performance of both white lightening and Patriot piston for our HPHT drilling. Failing to perform controlled switch over from booster pump to online string line up would involve opening WOM gate valves under differential pressure. Downtime event is to capture stop drilling event. Held TOFs when mud observed passing 6"" piston in mud pump bay 1. Controlled change over for mud pump line up. The MPD process means utilizing cementer to pump and allow cement pump to take over booster pump task to allow controlled reduction on drill string flow whilst maintaining back pressure on well. Reducing flow on string whilst XT reamer is in the BHA also triggers re-indexing event on the reamer as string pumps are cycled.",2.3 - Material - Wear,Material_Failure,2.0,Control_System_Failure,5,Material_Failure,2,Control_system,Material_failure,Mechanical_failure,Control_system,Control_system,Material_failure
22,"Piston blew on #1 mud pump and #4 mud pump while drilling 12 1/4"" hole section. The piston failure on #1 mud pump, #3 piston. It was taken off line and mud pump #4 was put online, only to have the same failure on #4 mud pump. Now 2 pumps are down due to failure of pistons. Mud pumps( #1 and #4) went down, leaving only #3 mud pump, which can not maintain drilling parameters. The #2 has been down graded due to pulsation dampener and can only be used on the boost to keep it low pressure. Replace #2 Mud Pump Dampener so the pump can be used on the main hole and not just the boost. Discuss with the client about a possible max hour that can be run. Then change piston considering hours only. NOT the wear. Driller continued to circulate with the bit off bottom, while #1 mud pump was isolated and repaired. Mud pump #1 was de-isolated and put back on line. #4 mud pump was isolated and fixed off line after the rig was off down time.",2.3 Material - Wear,Material_Failure,2.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
